id,text
3065,myelopathy
3066,National Academy of Sciences
3067,Native Americans
3068,neurocysticercosis
3069,NIH-AARP study
3070,norovirus
3071,nuts
3072,okra
3073,oral intraepithelial neoplasia
3074,organotins
3075,oxen meat
3076,Panama
3077,Parkinson's disease
3078,peanut butter
3079,Peoria
3080,pesticides
3081,philippines
3082,phytic acid
3083,pineapples
3084,plant-based diet
3085,poisonous plants
3086,polypropylene plastic
3087,pork
3088,poultry workers
3089,prenatal vitamins
3090,prolactin
3091,prunes
3092,pumpkin
3093,quinine
3094,rapamycin
3095,red tea
3096,rhabdomyolysis
3097,rickets
3098,Rutin
3099,salmon
3100,saturated fat
3101,seafood
3102,serotonin
3103,shelf life
3104,sirtuins
3105,smoking
3106,soil health
3107,spearmint
3108,Splenda
3109,St. John's wort
3110,stevia
3111,subsidies
3112,sulfur
3113,suppositories
3114,sweeteners
3115,taro
3116,tempeh
3117,thiamine
3118,titanium dioxide
3119,tongue worm
3120,trans fats
3121,Tufts
3122,turnips
3123,ultra-processed foods
3124,uterine health
3125,veal
3126,veggie chicken
3127,viral infections
3128,vitamin K
3129,walnut oil
3130,weight gain
3131,whiting
3132,worms
3133,Yale
3134,Zoloft
3135,Preventing Brain Loss with B Vitamins?
3136,More Than an Apple a Day: Combating Common Diseases
3137,Are Organic Foods Safer?
3138,Diabetes as a Disease of Fat Toxicity
3139,Is Milk Good for Our Bones?
3140,Preventing Ulcerative Colitis with Diet
3141,The Actual Benefit of Diet vs. Drugs
3142,The Saturated Fat Studies: Buttering Up the Public
3143,Coffee and Artery Function
3144,Caloric Restriction vs. Plant-Based Diets
3145,Infectobesity: Adenovirus 36 and Childhood Obesity
3146,Does Cholesterol Size Matter?
3147,Barriers to Heart Disease Prevention
3148,Childhood Constipation and Cow’s Milk
3149,Diabetics Should Take Their Pulses
3150,Academy of Nutrition and Dietetics Conflicts of Interest
3151,Do Vegetarians Get Enough Protein?
3152,Eggs and Arterial Function
3153,Treating Asthma With Plants vs. Supplements?
3154,Phytates for the Treatment of Cancer
3155,Alkylphenol Endocrine Disruptors and Allergies
3156,Chicken Salmonella Thanks to Meat Industry Lawsuit
3157,Turmeric Curcumin and Osteoarthritis
3158,How Long to Detox From Fish Before Pregnancy?
3159,Is Caramel Color Carcinogenic?
3160,Counteracting the Effects of Dioxins Through Diet
3161,Chronic Headaches and Pork Tapeworms
3162,Heart Disease Starts in Childhood
3163,Artificial Food Colors and ADHD
3164,Keeping Your Hands Warm With Citrus
3165,Anti-Angiogenesis: Cutting Off Tumor Supply Lines
3166,Cancer Risk From CT Scan Radiation
3167,Preventing the Common Cold with Probiotics?
3168,Eating Healthy on a Budget
3169,Flaxseeds & Breast Cancer Survival: Clinical Evidence
3170,Do Fruit & Nut Bars Cause Weight Gain?
3171,Titanium Dioxide & Inflammatory Bowel Disease
3172,Prolonged Liver Function Enhancement From Broccoli
3173,Apple Juice May Be Worse Than Sugar Water
3174,Preventing Strokes with Diet
3175,Neurobiology of Artificial Sweeteners
3176,Benefits of Fenugreek Seeds
3177,More Antibiotics In White Meat or Dark Meat?
3178,BPA Plastic and Male Sexual Dysfunction
3179,Filled Full of Lead
3180,The Answer to the Pritikin Puzzle
3181,To Snack or Not to Snack?
3182,Boosting Good Bacteria in the Colon Without Probiotics
3183,Optimal Phytosterol Dose
3184,Human Neurotransmitters in Plants
3185,Kiwifruit for Irritable Bowel Syndrome
3186,Dietary Treatment of Crohn's Disease
3187,Unsafe at Any Feed
3188,Pharmacists Versus Health Food Store Employees: Who Gives Better Advice?
3189,Preventing Cataracts with Diet
3190,Cheese Mites and Maggots
3191,Cholesterol and Lower Back Pain
3192,EPIC Findings on Lymphoma
3193,Sometimes the Enzyme Myth Is True
3194,Vitamin C-Enriched Bacon
3195,Out of the Lab Onto the Track
3196,Dragon's Blood
3197,Better Than Goji Berries
3198,How to Help Prevent Abdominal Aortic Aneurysms
3199,The Difficulty of Arriving at a Vitamin D Recommendation
3200,Amyloid and Apple Juice
3201,Dietary Guidelines: From Dairies to Berries
3202,Are Avocados Good for You?
3203,Relieving Yourself of Excess Estrogen
3204,Too Much Iodine Can Be as Bad as Too Little
3205,Is Milk and Mucus a Myth?
3206,Convergence of Evidence
3207,Is Dragon Fruit Good For You?
3208,Is Distilled Fish Oil Toxin-Free?
3209,Acne & Cancer Connection
3210,Overdosing on Greens
3211,Dietary Theory of Alzheimer's
3212,Meat & Multiple Myeloma
3213,Apthous Ulcer Mystery Solved
3214,EPIC Study
3215,Update on Herbalife®
3216,Saturated Fat & Cancer Progression
3217,Aluminum in Vaccines vs. Food
3218,Are Multivitamins Good For You?
3219,Fish Fog
3220,Sexually Transmitted Fish Toxin
3221,Veggies vs. Cancer
3222,Alcohol Risks vs. Benefits
3223,Is Coconut Milk Good For You?
3224,Boosting Heart Nerve Control
3225,Kuna Indian Secret
3226,The Healthiest Sweetener
3227,Are Artificial Colors Bad for You?
3228,Healthiest Airplane Beverage
3229,Antioxidant Content of 300 Foods
3230,Plant vs. Cow Calcium
3231,Vitamin Supplements Worth Taking
3232,Healthy Chocolate Milkshakes
3233,The Healthiest Vegetables
3234,Bowel Movement Frequency
3235,Olive Oil and Artery Function
3236,How Doctors Responded to Being Named a Leading Killer
